date,route,company_name,flight_duration,price,co2_emission,stops,departure_time,arrival_time,departure_location,destination
2024-10-01,BLR-DEL,Vistara,2 hr 45 min,,154 kg CO2e,Nonstop,5:30 PM.,8:15 PM.,BLR,DEL
2024-10-01,BLR-DEL,Vistara,2 hr 55 min,,154 kg CO2e,Nonstop,6:45 PM.,9:40 PM.,BLR,DEL
2024-10-01,BLR-DEL,Vistara,2 hr 40 min,,167 kg CO2e,Nonstop,7:40 PM.,10:20 PM.,BLR,DEL
2024-10-01,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,9:10 PM.,11:50 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,8:00 AM.,10:45 AM.,BLR,DEL
2024-10-02,BLR-DEL,Air India,2 hr 50 min,$88,156 kg CO2e,Nonstop,9:50 AM.,12:40 PM.,BLR,DEL
2024-10-02,BLR-DEL,Akasa Air,2 hr 50 min,$93,130 kg CO2e,Nonstop,4:30 AM.,7:20 AM.,BLR,DEL
2024-10-02,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,11:30 AM.,2:10 PM.,BLR,DEL
2024-10-02,BLR-DEL,Air India Express,2 hr 50 min,,145 kg CO2e,Nonstop,6:15 PM.,9:05 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,7:00 AM.,9:45 AM.,BLR,DEL
2024-10-02,BLR-DEL,Air India,2 hr 55 min,$88,173 kg CO2e,Nonstop,7:10 AM.,10:05 AM.,BLR,DEL
2024-10-02,BLR-DEL,Air India,2 hr 50 min,$93,150 kg CO2e,Nonstop,5:35 AM.,8:25 AM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,9:15 AM.,12:05 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,10:30 AM.,1:20 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 45 min,$101,144 kg CO2e,Nonstop,5:45 AM.,8:30 AM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,11:50 AM.,2:40 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,6:00 PM.,8:50 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,7:15 PM.,10:05 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,10:45 PM.,"1:35 AM on  Monday, August 19.",BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 50 min,$109,122 kg CO2e,Nonstop,1:00 PM.,3:50 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 55 min,$109,122 kg CO2e,Nonstop,2:15 PM.,5:10 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 45 min,$109,122 kg CO2e,Nonstop,3:15 PM.,6:00 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 50 min,$109,144 kg CO2e,Nonstop,4:30 PM.,7:20 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,3 hr,$119,122 kg CO2e,Nonstop,8:30 PM.,11:30 PM.,BLR,DEL
2024-10-02,BLR-DEL,IndiGo,2 hr 50 min,$119,122 kg CO2e,Nonstop,9:30 PM.,"12:20 AM on  Monday, August 19.",BLR,DEL
2024-10-02,BLR-DEL,Air India,3 hr 5 min,$125,150 kg CO2e,Nonstop,3:25 PM.,6:30 PM.,BLR,DEL
2024-10-02,BLR-DEL,Air India,3 hr,$125,180 kg CO2e,Nonstop,8:55 PM.,11:55 PM.,BLR,DEL
2024-10-02,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,11:45 AM.,2:35 PM.,BLR,DEL
2024-10-02,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,5:15 PM.,8:05 PM.,BLR,DEL
2024-10-02,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,7:30 PM.,10:20 PM.,BLR,DEL
2024-10-02,BLR-DEL,SpiceJet,2 hr 45 min,$255,,Nonstop,6:00 AM.,8:45 AM.,BLR,DEL
2024-10-02,BLR-DEL,Air India,2 hr 50 min,$398,134 kg CO2e,Nonstop,1:20 PM.,4:10 PM.,BLR,DEL
2024-10-02,BLR-DEL,Vistara,2 hr 50 min,,154 kg CO2e,Nonstop,7:00 AM.,9:50 AM.,BLR,DEL
2024-10-02,BLR-DEL,Vistara,2 hr 35 min,,154 kg CO2e,Nonstop,8:00 AM.,10:35 AM.,BLR,DEL
2024-10-02,BLR-DEL,Vistara,2 hr 45 min,,154 kg CO2e,Nonstop,5:30 PM.,8:15 PM.,BLR,DEL
2024-10-02,BLR-DEL,Vistara,2 hr 55 min,,154 kg CO2e,Nonstop,6:45 PM.,9:40 PM.,BLR,DEL
2024-10-02,BLR-DEL,Vistara,2 hr 40 min,,167 kg CO2e,Nonstop,7:40 PM.,10:20 PM.,BLR,DEL
2024-10-02,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,9:10 PM.,11:50 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,8:00 AM.,10:45 AM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$88,156 kg CO2e,Nonstop,9:50 AM.,12:40 PM.,BLR,DEL
2024-10-03,BLR-DEL,Akasa Air,2 hr 50 min,$93,130 kg CO2e,Nonstop,4:30 AM.,7:20 AM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,11:30 AM.,2:10 PM.,BLR,DEL
2024-10-03,BLR-DEL,Air India Express,2 hr 50 min,,145 kg CO2e,Nonstop,6:15 PM.,9:05 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,7:00 AM.,9:45 AM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 55 min,$88,173 kg CO2e,Nonstop,7:10 AM.,10:05 AM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$93,150 kg CO2e,Nonstop,5:35 AM.,8:25 AM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,9:15 AM.,12:05 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,10:30 AM.,1:20 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 45 min,$101,144 kg CO2e,Nonstop,5:45 AM.,8:30 AM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,11:50 AM.,2:40 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,6:00 PM.,8:50 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,7:15 PM.,10:05 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,10:45 PM.,"1:35 AM on  Monday, August 19.",BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$109,122 kg CO2e,Nonstop,1:00 PM.,3:50 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 55 min,$109,122 kg CO2e,Nonstop,2:15 PM.,5:10 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 45 min,$109,122 kg CO2e,Nonstop,3:15 PM.,6:00 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 50 min,$109,144 kg CO2e,Nonstop,4:30 PM.,7:20 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,3 hr,$119,122 kg CO2e,Nonstop,8:30 PM.,11:30 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$119,122 kg CO2e,Nonstop,9:30 PM.,"12:20 AM on  Monday, August 19.",BLR,DEL
2024-10-03,BLR-DEL,Air India,3 hr 5 min,$125,150 kg CO2e,Nonstop,3:25 PM.,6:30 PM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,3 hr,$125,180 kg CO2e,Nonstop,8:55 PM.,11:55 PM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,11:45 AM.,2:35 PM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,5:15 PM.,8:05 PM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,7:30 PM.,10:20 PM.,BLR,DEL
2024-10-03,BLR-DEL,SpiceJet,2 hr 45 min,$255,,Nonstop,6:00 AM.,8:45 AM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$398,134 kg CO2e,Nonstop,1:20 PM.,4:10 PM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 50 min,,154 kg CO2e,Nonstop,7:00 AM.,9:50 AM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 35 min,,154 kg CO2e,Nonstop,8:00 AM.,10:35 AM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 45 min,,154 kg CO2e,Nonstop,5:30 PM.,8:15 PM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 55 min,,154 kg CO2e,Nonstop,6:45 PM.,9:40 PM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 40 min,,167 kg CO2e,Nonstop,7:40 PM.,10:20 PM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,9:10 PM.,11:50 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,8:00 AM.,10:45 AM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$88,156 kg CO2e,Nonstop,9:50 AM.,12:40 PM.,BLR,DEL
2024-10-03,BLR-DEL,Akasa Air,2 hr 50 min,$93,130 kg CO2e,Nonstop,4:30 AM.,7:20 AM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,11:30 AM.,2:10 PM.,BLR,DEL
2024-10-03,BLR-DEL,Air India Express,2 hr 50 min,,145 kg CO2e,Nonstop,6:15 PM.,9:05 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,7:00 AM.,9:45 AM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 55 min,$88,173 kg CO2e,Nonstop,7:10 AM.,10:05 AM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$93,150 kg CO2e,Nonstop,5:35 AM.,8:25 AM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,9:15 AM.,12:05 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,10:30 AM.,1:20 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 45 min,$101,144 kg CO2e,Nonstop,5:45 AM.,8:30 AM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,11:50 AM.,2:40 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,6:00 PM.,8:50 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,7:15 PM.,10:05 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,10:45 PM.,"1:35 AM on  Monday, August 19.",BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$109,122 kg CO2e,Nonstop,1:00 PM.,3:50 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 55 min,$109,122 kg CO2e,Nonstop,2:15 PM.,5:10 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 45 min,$109,122 kg CO2e,Nonstop,3:15 PM.,6:00 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 50 min,$109,144 kg CO2e,Nonstop,4:30 PM.,7:20 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,3 hr,$119,122 kg CO2e,Nonstop,8:30 PM.,11:30 PM.,BLR,DEL
2024-10-03,BLR-DEL,IndiGo,2 hr 50 min,$119,122 kg CO2e,Nonstop,9:30 PM.,"12:20 AM on  Monday, August 19.",BLR,DEL
2024-10-03,BLR-DEL,Air India,3 hr 5 min,$125,150 kg CO2e,Nonstop,3:25 PM.,6:30 PM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,3 hr,$125,180 kg CO2e,Nonstop,8:55 PM.,11:55 PM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,11:45 AM.,2:35 PM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,5:15 PM.,8:05 PM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,7:30 PM.,10:20 PM.,BLR,DEL
2024-10-03,BLR-DEL,SpiceJet,2 hr 45 min,$255,,Nonstop,6:00 AM.,8:45 AM.,BLR,DEL
2024-10-03,BLR-DEL,Air India,2 hr 50 min,$398,134 kg CO2e,Nonstop,1:20 PM.,4:10 PM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 50 min,,154 kg CO2e,Nonstop,7:00 AM.,9:50 AM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 35 min,,154 kg CO2e,Nonstop,8:00 AM.,10:35 AM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 45 min,,154 kg CO2e,Nonstop,5:30 PM.,8:15 PM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 55 min,,154 kg CO2e,Nonstop,6:45 PM.,9:40 PM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 40 min,,167 kg CO2e,Nonstop,7:40 PM.,10:20 PM.,BLR,DEL
2024-10-03,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,9:10 PM.,11:50 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,8:00 AM.,10:45 AM.,BLR,DEL
2024-10-04,BLR-DEL,Air India,2 hr 50 min,$88,156 kg CO2e,Nonstop,9:50 AM.,12:40 PM.,BLR,DEL
2024-10-04,BLR-DEL,Akasa Air,2 hr 50 min,$93,130 kg CO2e,Nonstop,4:30 AM.,7:20 AM.,BLR,DEL
2024-10-04,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,11:30 AM.,2:10 PM.,BLR,DEL
2024-10-04,BLR-DEL,Air India Express,2 hr 50 min,,145 kg CO2e,Nonstop,6:15 PM.,9:05 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,7:00 AM.,9:45 AM.,BLR,DEL
2024-10-04,BLR-DEL,Air India,2 hr 55 min,$88,173 kg CO2e,Nonstop,7:10 AM.,10:05 AM.,BLR,DEL
2024-10-04,BLR-DEL,Air India,2 hr 50 min,$93,150 kg CO2e,Nonstop,5:35 AM.,8:25 AM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,9:15 AM.,12:05 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,10:30 AM.,1:20 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 45 min,$101,144 kg CO2e,Nonstop,5:45 AM.,8:30 AM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,11:50 AM.,2:40 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,6:00 PM.,8:50 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,7:15 PM.,10:05 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,10:45 PM.,"1:35 AM on  Monday, August 19.",BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 50 min,$109,122 kg CO2e,Nonstop,1:00 PM.,3:50 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 55 min,$109,122 kg CO2e,Nonstop,2:15 PM.,5:10 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 45 min,$109,122 kg CO2e,Nonstop,3:15 PM.,6:00 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 50 min,$109,144 kg CO2e,Nonstop,4:30 PM.,7:20 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,3 hr,$119,122 kg CO2e,Nonstop,8:30 PM.,11:30 PM.,BLR,DEL
2024-10-04,BLR-DEL,IndiGo,2 hr 50 min,$119,122 kg CO2e,Nonstop,9:30 PM.,"12:20 AM on  Monday, August 19.",BLR,DEL
2024-10-04,BLR-DEL,Air India,3 hr 5 min,$125,150 kg CO2e,Nonstop,3:25 PM.,6:30 PM.,BLR,DEL
2024-10-04,BLR-DEL,Air India,3 hr,$125,180 kg CO2e,Nonstop,8:55 PM.,11:55 PM.,BLR,DEL
2024-10-04,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,11:45 AM.,2:35 PM.,BLR,DEL
2024-10-04,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,5:15 PM.,8:05 PM.,BLR,DEL
2024-10-04,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,7:30 PM.,10:20 PM.,BLR,DEL
2024-10-04,BLR-DEL,SpiceJet,2 hr 45 min,$255,,Nonstop,6:00 AM.,8:45 AM.,BLR,DEL
2024-10-04,BLR-DEL,Air India,2 hr 50 min,$398,134 kg CO2e,Nonstop,1:20 PM.,4:10 PM.,BLR,DEL
2024-10-04,BLR-DEL,Vistara,2 hr 50 min,,154 kg CO2e,Nonstop,7:00 AM.,9:50 AM.,BLR,DEL
2024-10-04,BLR-DEL,Vistara,2 hr 35 min,,154 kg CO2e,Nonstop,8:00 AM.,10:35 AM.,BLR,DEL
2024-10-04,BLR-DEL,Vistara,2 hr 45 min,,154 kg CO2e,Nonstop,5:30 PM.,8:15 PM.,BLR,DEL
2024-10-04,BLR-DEL,Vistara,2 hr 55 min,,154 kg CO2e,Nonstop,6:45 PM.,9:40 PM.,BLR,DEL
2024-10-04,BLR-DEL,Vistara,2 hr 40 min,,167 kg CO2e,Nonstop,7:40 PM.,10:20 PM.,BLR,DEL
2024-10-04,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,9:10 PM.,11:50 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,8:00 AM.,10:45 AM.,BLR,DEL
2024-10-05,BLR-DEL,Air India,2 hr 50 min,$88,156 kg CO2e,Nonstop,9:50 AM.,12:40 PM.,BLR,DEL
2024-10-05,BLR-DEL,Akasa Air,2 hr 50 min,$93,130 kg CO2e,Nonstop,4:30 AM.,7:20 AM.,BLR,DEL
2024-10-05,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,11:30 AM.,2:10 PM.,BLR,DEL
2024-10-05,BLR-DEL,Air India Express,2 hr 50 min,,145 kg CO2e,Nonstop,6:15 PM.,9:05 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,7:00 AM.,9:45 AM.,BLR,DEL
2024-10-05,BLR-DEL,Air India,2 hr 55 min,$88,173 kg CO2e,Nonstop,7:10 AM.,10:05 AM.,BLR,DEL
2024-10-05,BLR-DEL,Air India,2 hr 50 min,$93,150 kg CO2e,Nonstop,5:35 AM.,8:25 AM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,9:15 AM.,12:05 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,10:30 AM.,1:20 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 45 min,$101,144 kg CO2e,Nonstop,5:45 AM.,8:30 AM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,11:50 AM.,2:40 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,6:00 PM.,8:50 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,7:15 PM.,10:05 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,10:45 PM.,"1:35 AM on  Monday, August 19.",BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 50 min,$109,122 kg CO2e,Nonstop,1:00 PM.,3:50 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 55 min,$109,122 kg CO2e,Nonstop,2:15 PM.,5:10 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 45 min,$109,122 kg CO2e,Nonstop,3:15 PM.,6:00 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 50 min,$109,144 kg CO2e,Nonstop,4:30 PM.,7:20 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,3 hr,$119,122 kg CO2e,Nonstop,8:30 PM.,11:30 PM.,BLR,DEL
2024-10-05,BLR-DEL,IndiGo,2 hr 50 min,$119,122 kg CO2e,Nonstop,9:30 PM.,"12:20 AM on  Monday, August 19.",BLR,DEL
2024-10-05,BLR-DEL,Air India,3 hr 5 min,$125,150 kg CO2e,Nonstop,3:25 PM.,6:30 PM.,BLR,DEL
2024-10-05,BLR-DEL,Air India,3 hr,$125,180 kg CO2e,Nonstop,8:55 PM.,11:55 PM.,BLR,DEL
2024-10-05,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,11:45 AM.,2:35 PM.,BLR,DEL
2024-10-05,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,5:15 PM.,8:05 PM.,BLR,DEL
2024-10-05,BLR-DEL,Air India,2 hr 50 min,$128,156 kg CO2e,Nonstop,7:30 PM.,10:20 PM.,BLR,DEL
2024-10-05,BLR-DEL,SpiceJet,2 hr 45 min,$255,,Nonstop,6:00 AM.,8:45 AM.,BLR,DEL
2024-10-05,BLR-DEL,Air India,2 hr 50 min,$398,134 kg CO2e,Nonstop,1:20 PM.,4:10 PM.,BLR,DEL
2024-10-05,BLR-DEL,Vistara,2 hr 50 min,,154 kg CO2e,Nonstop,7:00 AM.,9:50 AM.,BLR,DEL
2024-10-05,BLR-DEL,Vistara,2 hr 35 min,,154 kg CO2e,Nonstop,8:00 AM.,10:35 AM.,BLR,DEL
2024-10-05,BLR-DEL,Vistara,2 hr 45 min,,154 kg CO2e,Nonstop,5:30 PM.,8:15 PM.,BLR,DEL
2024-10-05,BLR-DEL,Vistara,2 hr 55 min,,154 kg CO2e,Nonstop,6:45 PM.,9:40 PM.,BLR,DEL
2024-10-05,BLR-DEL,Vistara,2 hr 40 min,,167 kg CO2e,Nonstop,7:40 PM.,10:20 PM.,BLR,DEL
2024-10-05,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,9:10 PM.,11:50 PM.,BLR,DEL
2024-10-06,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,8:00 AM.,10:45 AM.,BLR,DEL
2024-10-06,BLR-DEL,Air India,2 hr 50 min,$88,156 kg CO2e,Nonstop,9:50 AM.,12:40 PM.,BLR,DEL
2024-10-06,BLR-DEL,Akasa Air,2 hr 50 min,$93,130 kg CO2e,Nonstop,4:30 AM.,7:20 AM.,BLR,DEL
2024-10-06,BLR-DEL,Vistara,2 hr 40 min,,154 kg CO2e,Nonstop,11:30 AM.,2:10 PM.,BLR,DEL
2024-10-06,BLR-DEL,Air India Express,2 hr 50 min,,145 kg CO2e,Nonstop,6:15 PM.,9:05 PM.,BLR,DEL
2024-10-06,BLR-DEL,IndiGo,2 hr 45 min,$86,122 kg CO2e,Nonstop,7:00 AM.,9:45 AM.,BLR,DEL
2024-10-06,BLR-DEL,Air India,2 hr 55 min,$88,173 kg CO2e,Nonstop,7:10 AM.,10:05 AM.,BLR,DEL
2024-10-06,BLR-DEL,Air India,2 hr 50 min,$93,150 kg CO2e,Nonstop,5:35 AM.,8:25 AM.,BLR,DEL
2024-10-06,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,9:15 AM.,12:05 PM.,BLR,DEL
2024-10-06,BLR-DEL,IndiGo,2 hr 50 min,$93,122 kg CO2e,Nonstop,10:30 AM.,1:20 PM.,BLR,DEL
2024-10-06,BLR-DEL,IndiGoOperated by Operated Under Wet Lease From Smartlynx,2 hr 45 min,$101,144 kg CO2e,Nonstop,5:45 AM.,8:30 AM.,BLR,DEL
2024-10-06,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,11:50 AM.,2:40 PM.,BLR,DEL
2024-10-06,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,6:00 PM.,8:50 PM.,BLR,DEL
2024-10-06,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,7:15 PM.,10:05 PM.,BLR,DEL
2024-10-06,BLR-DEL,IndiGo,2 hr 50 min,$101,122 kg CO2e,Nonstop,10:45 PM.,"1:35 AM on  Monday, August 19.",BLR,DEL
2024-10-06,BLR-DEL,IndiGo,2 hr 50 min,$109,122 kg CO2e,Nonstop,1:00 PM.,3:50 PM.,BLR,DEL
2024-10-06,BLR-DEL,IndiGo,2 hr 55 min,$109,122 kg CO2e,Nonstop,2:15 PM.,5:10 PM.,BLR,DEL
2024-10-06,BLR-DEL,IndiGo,2 hr 45 min,$109,122 kg CO2e,Nonstop,3:15 PM.,6:00 PM.,BLR,DEL
